"Canada","2013","500790","Woven fabric of silk, nes","Import","2096814","29276","Weight in kilograms","29276"
"Canada","2012","500710","Woven fabric of noil silk","Export","262091","4553","Weight in kilograms","4553"
"Canada","2011","500390","Silk waste, carded or combed","Re-Export","22287","2343","Weight in kilograms","2343"
"Canada","2011","500790","Woven fabric of silk, nes","Export","473779","8933","Weight in kilograms","8933"
"Canada","2010","500600","Silk yarn retail, silk worm gut","Re-Export","10119","831","Weight in kilograms","831"
"Canada","2009","500400","Silk yarn (except from waste) not retail","Import","116129","2101","Weight in kilograms","2101"
"Canada","2008","500100","Silk-worm cocoons suitable for reeling","Import","4081","228","Weight in kilograms","228"
"Canada","2008","500600","Silk yarn retail, silk worm gut","Re-Import","5009","32","Weight in kilograms","32"
"Canada","2007","500390","Silk waste, carded or combed","Import","90532","10085","Weight in kilograms","10085"
"Canada","2007","500790","Woven fabric of silk, nes","Import","5818584","94847","Weight in kilograms","94847"
"Canada","2006","500600","Silk yarn retail, silk worm gut","Import","235420","4044","Weight in kilograms","4044"
"Canada","2005","500200","Raw silk (not thrown)","Export","9827","549","Weight in kilograms","549"
"Canada","2005","500710","Woven fabric of noil silk","Re-Export","39541","670","Weight in kilograms","670"
"Canada","2004","500390","Silk waste, carded or combed","Export","11965","128","Weight in kilograms","128"
"Canada","2004","500790","Woven fabric of silk, nes","Import","6154516","125576","Weight in kilograms","125576"
"Canada","2003","500720","Woven fabric >85% silk (except noil silk)","Import","14793647","241276","Weight in kilograms","241276"
"Canada","2002","500600","Silk yarn retail, silk worm gut","Import","262580","5526","Weight in kilograms","5526"
"Canada","2001","500400","Silk yarn (except from waste) not retail","Export","23857","1562","Weight in kilograms","1562"
"Canada","2000","500400","Silk yarn (except from waste) not retail","Import","107451","5857","Weight in kilograms","5857"
"Canada","1999","500390","Silk waste, carded or combed","Import","68216","7758","Weight in kilograms","7758"
"Canada","1998","500310","Silk waste, not carded or combed","Import","21639","3430","Weight in kilograms","3430"
"Canada","1997","500310","Silk waste, not carded or combed","Import","5351","558","Weight in kilograms","558"
"Canada","1996","500310","Silk waste, not carded or combed","Export","23066","2187","Weight in kilograms","2187"
"Canada","1995","500310","Silk waste, not carded or combed","Import","8068","703","Weight in kilograms","703"
"Canada","1994","500200","Raw silk (not thrown)","Export","4048","140","Weight in kilograms","140"
"Canada","1993","500200","Raw silk (not thrown)","Import","19351","1210","Weight in kilograms","1210"
"Canada","1992","500200","Raw silk (not thrown)","Export","2235","70","Weight in kilograms","70"
"Canada","1991","500400","Silk yarn (except from waste) not retail","Import","205534","2721","Weight in kilograms","2721"
"Canada","1990","500500","Yarn spun from silk waste, not retail","Import","593","13","Weight in kilograms","13"
"Canada","1989","500600","Silk yarn retail, silk worm gut","Export","4","4","Weight in kilograms","4"
"Chad","1995","500400","Silk yarn (except from waste) not retail","Import","129","3","Weight in kilograms","3"
"Chile","2013","500720","Woven fabric >85% silk (except noil silk)","Import","537579","15766","Weight in kilograms","15766"
"Chile","2011","500720","Woven fabric >85% silk (except noil silk)","Export","290","24","Weight in kilograms","24"
"Chile","2009","500710","Woven fabric of noil silk","Import","32728","514","Weight in kilograms","514"
"Chile","2007","500600","Silk yarn retail, silk worm gut","Import","16754","896","Weight in kilograms","896"
"Chile","2006","500790","Woven fabric of silk, nes","Export","814702","24685","Weight in kilograms","24685"
"Chile","2004","500790","Woven fabric of silk, nes","Export","100033","3796","Weight in kilograms","3796"
"Chile","2002","500790","Woven fabric of silk, nes","Export","430171","6586","Weight in kilograms","6586"
"Chile","1999","500790","Woven fabric of silk, nes","Import","172141","4225","Weight in kilograms","4225"
"Chile","1996","500710","Woven fabric of noil silk","Import","62790","2624","Weight in kilograms","2624"
"Chile","1994","500720","Woven fabric >85% silk (except noil silk)","Export","2219","148","Weight in kilograms","148"
"Chile","1991","500400","Silk yarn (except from waste) not retail","Import","2319","10","Weight in kilograms","10"
"China","2013","500400","Silk yarn (except from waste) not retail","Export","141541605","2338781","Weight in kilograms","2338781"
"China","2012","500100","Silk-worm cocoons suitable for reeling","Import","214196","30143","Weight in kilograms","30143"
"China","2012","500710","Woven fabric of noil silk","Re-Import","967875","50474","Weight in kilograms","50474"
"China","2011","500500","Yarn spun from silk waste, not retail","Export","117206889","5050163","Weight in kilograms","5050163"
"China","2010","500200","Raw silk (not thrown)","Export","338849534","8508728","Weight in kilograms","8508728"
"China","2010","500720","Woven fabric >85% silk (except noil silk)","Re-Import","30067702","922265","Weight in kilograms","922265"
"China","2009","500600","Silk yarn retail, silk worm gut","Export","5029867","141608","Weight in kilograms","141608"
"China","2008","500400","Silk yarn (except from waste) not retail","Import","3037047","229308","Weight in kilograms","229308"
"China","2008","500790","Woven fabric of silk, nes","Re-Import","4872014","53295","Weight in kilograms","53295"
"China","2007","500710","Woven fabric of noil silk","Import","9175290","142065","Weight in kilograms","142065"
"China","2006","500400","Silk yarn (except from waste) not retail","Import","3103383","308343","Weight in kilograms","308343"
"China","2006","500790","Woven fabric of silk, nes","Export","33710692","535054","Weight in kilograms","535054"
"China","2005","500600","Silk yarn retail, silk worm gut","Export","10318512","447444","Weight in kilograms","447444"
